     18	-0.4620	0.7675	-0.4444
     19	-0.4028	0.1601	0.9012
     19	0.7735	0.5859	0.2417
     19	-0.4893	0.7944	-0.3598
     20	-0.4262	0.0319	0.9041
     20	0.7407	0.5860	0.3285
     20	-0.5193	0.8097	-0.2733
     21	-0.4436	-0.0967	0.8910
     21	0.7064	0.5741	0.4140
     21	-0.5516	0.8130	-0.1864
     22	-0.4547	-0.2233	0.8622
     22	0.6711	0.5505	0.4965
     22	-0.5855	0.8044	-0.1004
     23	-0.4593	-0.3459	0.8182
     23	0.6355	0.5155	0.5748
     23	-0.6206	0.7839	-0.0170
     24	-0.4574	-0.4624	0.7596
     24	0.6001	0.4698	0.6474
     24	-0.6562	0.7520	0.0626
     25	-0.4490	-0.5707	0.6876
     25	0.5656	0.4141	0.7131
     25	-0.6917	0.7091	0.1368
     26	-0.4342	-0.6690	0.6033
     26	0.5326	0.3494	0.7709
     26	-0.7265	0.6560	0.2046
     27	-0.4133	-0.7556	0.5081
     27	0.5016	0.2768	0.8196
     27	-0.7600	0.5937	0.2646
     28	-0.3867	-0.8291	0.4038
     28	0.4731	0.1975	0.8586
     28	-0.7916	0.5231	0.3159
     29	-0.3548	-0.8882	0.2921
     29	0.4477	0.1129	0.8870
     29	-0.8208	0.4454	0.3575
     30	-0.3181	-0.9318	0.1749
     30	0.4257	0.0244	0.9045
     30	-0.8471	0.3621	0.3889
     31	-0.2772	-0.9593	0.0542
     31	0.4076	-0.0664	0.9108
     31	-0.8701	0.2746	0.4094
     32	-0.2330	-0.9701	-0.0680
     32	0.3936	-0.1580	0.9056
     32	-0.8893	0.1842	0.4187
     33	-0.1861	-0.9641	-0.1894
     33	0.3841	-0.2488	0.8891
     33	-0.9044	0.0927	0.4166
     34	-0.1373	-0.9414	-0.3082
     34	0.3791	-0.3373	0.8617
     34	-0.9151	0.0015	0.4032
     35	-0.0875	-0.9023	-0.4221
     35	0.3787	-0.4220	0.8237
     35	-0.9214	-0.0878	0.3786
     36	-0.0375	-0.8476	-0.5293
     36	0.3830	-0.5014	0.7758
     36	-0.9230	-0.1737	0.3434
     37	0.0119	-0.7781	-0.6280
     37	0.3919	-0.5742	0.7188
     37	-0.9199	-0.2546	0.2981
     38	0.0597	-0.6951	-0.7164
     38	0.4052	-0.6390	0.6538
     38	-0.9123	-0.3293	0.2436
     39	0.1051	-0.6000	-0.7931
     39	0.4227	-0.6949	0.5818
     39	-0.9001	-0.3964	0.1806
     40	0.1475	-0.4944	-0.8566
     40	0.4441	-0.7408	0.5040
     40	-0.8837	-0.4548	0.1103
     41	0.1860	-0.3801	-0.9061
     41	0.4691	-0.7759	0.4218
     41	-0.8633	-0.5035	0.0340
     42	0.2200	-0.2590	-0.9405
     42	0.4971	-0.7997	0.3366
     42	-0.8393	-0.5416	-0.0472
     43	0.2489	-0.1333	-0.9593
     43	0.5278	-0.8118	0.2498
     43	-0.8121	-0.5685	-0.1317
     44	0.2723	-0.0051	-0.9622
     44	0.5606	-0.8119	0.1630
     44	-0.7820	-0.5838	-0.2182
     45	0.2897	0.1234	-0.9491
     45	0.5949	-0.8000	0.0776
     45	-0.7498	-0.5871	-0.3052
     46	0.3008	0.2500	-0.9203
     46	0.6302	-0.7764	-0.0050
     46	-0.7158	-0.5785	-0.3911
     47	0.3054	0.3726	-0.8763
     47	0.6658	-0.7415	-0.0832
     47	-0.6807	-0.5580	-0.4746
     48	0.3035	0.4891	-0.8177
     48	0.7012	-0.6957	-0.1558
     48	-0.6451	-0.5261	-0.5541
     49	0.3725	0.6529	-0.6595
     49	0.6836	-0.6737	-0.2808
     49	-0.6276	-0.3462	-0.6973
     50	0.3636	0.7414	-0.5641
     50	0.7242	-0.6058	-0.3294
     50	-0.5859	-0.2888	-0.7572
     51	0.3471	0.8175	-0.4596
     51	0.7632	-0.5310	-0.3681
     51	-0.5450	-0.2230	-0.8083
     52	0.3234	0.8801	-0.3477
     52	0.7999	-0.4506	-0.3963
     52	-0.5055	-0.1500	-0.8497
     53	0.2929	0.9280	-0.2304
     53	0.8337	-0.3658	-0.4136
     53	-0.4681	-0.0709	-0.8808
     54	0.2562	0.9604	-0.1096
     54	0.8640	-0.2783	-0.4196
     54	-0.4334	0.0128	-0.9011
     55	0.2137	0.9768	0.0126
     55	0.8903	-0.1895	-0.4141
     55	-0.4022	0.0997	-0.9101
     56	0.1664	0.9769	0.1340
     56	0.9121	-0.1008	-0.3974
     56	-0.3748	0.1883	-0.9078
     57	0.1149	0.9607	0.2527
     57	0.9290	-0.0139	-0.3697
     57	-0.3517	0.2772	-0.8941
     58	0.0602	0.9285	0.3665
     58	0.9409	0.0699	-0.3315
     58	-0.3334	0.3648	-0.8694
     59	0.0031	0.8808	0.4736
     59	0.9474	0.1490	-0.2834
     59	-0.3202	0.4495	-0.8339
     60	-0.0552	0.8184	0.5720
     60	0.9484	0.2221	-0.2263
     60	-0.3122	0.5300	-0.7884
     61	-0.1139	0.7424	0.6602
     61	0.9440	0.2880	-0.1610
     61	-0.3097	0.6049	-0.7336
     62	-0.1719	0.6541	0.7366
     62	0.9342	0.3455	-0.0889
     62	-0.3126	0.6728	-0.6705
     63	-0.2282	0.5551	0.7999
     63	0.9192	0.3937	-0.0110
     63	-0.3210	0.7327	-0.6001
     64	-0.2819	0.4469	0.8490
     64	0.8992	0.4317	0.0713
     64	-0.3346	0.7835	-0.5236
     65	-0.3321	0.3315	0.8831
     65	0.8746	0.4589	0.1566
     65	-0.3533	0.8243	-0.4423
     66	-0.3778	0.2109	0.9016
     66	0.8458	0.4747	0.2434
     66	-0.3767	0.8545	-0.3577
     67	-0.4184	0.0870	0.9041
     67	0.8133	0.4791	0.3302
     67	-0.4044	0.8735	-0.2712
     68	-0.4530	-0.0379	0.8907
     68	0.7776	0.4718	0.4156
     68	-0.4359	0.8809	-0.1842
     69	-0.4812	-0.1618	0.8615
     69	0.7394	0.4529	0.4981
     69	-0.4708	0.8767	-0.0983
     70	-0.5024	-0.2825	0.8172
     70	0.6994	0.4229	0.5762
     70	-0.5084	0.8610	-0.0149
     71	-0.5163	-0.3980	0.7583
     71	0.6581	0.3822	0.6487
     71	-0.5480	0.8340	0.0645
     72	-0.5227	-0.5062	0.6860
     72	0.6163	0.3316	0.7143
     72	-0.5890	0.7961	0.1387
     73	-0.5214	-0.6054	0.6014
     73	0.5747	0.2718	0.7719
     73	-0.6308	0.7481	0.2063
     74	-0.5124	-0.6938	0.5060
     74	0.5341	0.2039	0.8204
     74	-0.6724	0.6907	0.2661
     75	-0.4959	-0.7700	0.4015
     75	0.4951	0.1291	0.8592
     75	-0.7134	0.6249	0.3172
     76	-0.4722	-0.8325	0.2896
     76	0.4584	0.0487	0.8874
     76	-0.7529	0.5518	0.3587
     77	-0.4417	-0.8804	0.1723
     77	0.4246	-0.0360	0.9046
     77	-0.7903	0.4728	0.3898
     78	-0.4050	-0.9129	0.0515
     78	0.3944	-0.1235	0.9106
     78	-0.8249	0.3891	0.4100
     79	-0.3625	-0.9293	-0.0706
     79	0.3681	-0.2124	0.9052
     79	-0.8562	0.3022	0.4191
     80	-0.3152	-0.9294	-0.1921
     80	0.3463	-0.3011	0.8885
     80	-0.8836	0.2135	0.4167
     81	-0.2637	-0.9132	-0.3107
     81	0.3293	-0.3880	0.8608
     81	-0.9066	0.1247	0.4031
     82	-0.2090	-0.8809	-0.4246
     82	0.3175	-0.4718	0.8226
     82	-0.9249	0.0371	0.3783
     83	-0.1520	-0.8332	-0.5316
     83	0.3110	-0.5509	0.7745
     83	-0.9382	-0.0477	0.3429
     84	-0.0936	-0.7709	-0.6301
     84	0.3100	-0.6240	0.7173
     84	-0.9461	-0.1282	0.2974
     85	-0.0349	-0.6949	-0.7183
     85	0.3144	-0.6899	0.6521
     85	-0.9487	-0.2030	0.2426
     86	0.0231	-0.6066	-0.7947
     86	0.3242	-0.7474	0.5799
     86	-0.9457	-0.2710	0.1794
     87	0.0794	-0.5075	-0.8580
     87	0.3392	-0.7956	0.5020
     87	-0.9374	-0.3309	0.1090
     88	0.1331	-0.3994	-0.9071
     88	0.3592	-0.8336	0.4197
     88	-0.9237	-0.3817	0.0325
     89	0.1832	-0.2840	-0.9411
     89	0.3838	-0.8607	0.3345
     89	-0.9051	-0.4225	-0.0487
     90	0.2290	-0.1633	-0.9596
     90	0.4126	-0.8766	0.2477
     90	-0.8817	-0.4526	-0.1333
     91	0.2695	-0.0395	-0.9622
     91	0.4451	-0.8809	0.1608
     91	-0.8540	-0.4716	-0.2199
     92	0.3042	0.0854	-0.9488
     92	0.4807	-0.8736	0.0755
     92	-0.8224	-0.4790	-0.3068
     93	0.3324	0.2093	-0.9196
     93	0.5189	-0.8548	-0.0070
     93	-0.7876	-0.4749	-0.3928
     94	0.3536	0.3300	-0.8752
     94	0.5590	-0.8248	-0.0852
     94	-0.7500	-0.4591	-0.4761
     95	0.3675	0.4455	-0.8164
     95	0.6003	-0.7841	-0.1577
     95	-0.7103	-0.4321	-0.5556
     96	0.3739	0.5538	-0.7440
     96	0.6421	-0.7334	-0.2232
     96	-0.6693	-0.3942	-0.6298
     97	0.3884	0.5115	-0.7665
     97	0.7414	-0.6675	-0.0697
     97	-0.5473	-0.5412	-0.6384
     98	0.3666	0.6184	-0.6951
     98	0.7820	-0.6096	-0.1299
     98	-0.5041	-0.4960	-0.7070
     99	0.3373	0.7148	-0.6126
     99	0.8198	-0.5429	-0.1822
     99	-0.4628	-0.4407	-0.7691
    100	0.3010	0.7993	-0.5201
    100	0.8541	-0.4686	-0.2258
    100	-0.4242	-0.3763	-0.8237
    101	0.2582	0.8703	-0.4195
    101	0.8843	-0.3877	-0.2600
    101	-0.3889	-0.3038	-0.8697
    102	0.2098	0.9265	-0.3123
    102	0.9100	-0.3019	-0.2841
    102	-0.3575	-0.2246	-0.9065
    103	0.1566	0.9671	-0.2005
    103	0.9307	-0.2124	-0.2977
    103	-0.3305	-0.1400	-0.9334
    104	0.0994	0.9913	-0.0859
    104	0.9460	-0.1209	-0.3007
    104	-0.3084	-0.0514	-0.9499
    105	0.0393	0.9988	0.0295
    105	0.9557	-0.0289	-0.2929
    105	-0.2916	0.0397	-0.9557
    106	-0.0227	0.9893	0.1438
    106	0.9596	0.0619	-0.2744
    106	-0.2804	0.1317	-0.9508
    107	-0.0856	0.9632	0.2549
    107	0.9576	0.1502	-0.2457
    107	-0.2749	0.2231	-0.9352
    108	-0.1483	0.9207	0.3610
    108	0.9498	0.2343	-0.2072
    108	-0.2753	0.3122	-0.9092
    109	-0.2097	0.8626	0.4603
    109	0.9363	0.3128	-0.1595
    109	-0.2816	0.3975	-0.8733
    110	-0.2688	0.7900	0.5510
    110	0.9174	0.3843	-0.1035
    110	-0.2935	0.4777	-0.8280
    111	-0.3245	0.7041	0.6317
    111	0.8933	0.4477	-0.0401
    111	-0.3111	0.5512	-0.7742
    112	-0.3759	0.6063	0.7008
    112	0.8645	0.5018	0.0295
    112	-0.3338	0.6169	-0.7127
    113	-0.4221	0.4983	0.7573
    113	0.8314	0.5458	0.1043
    113	-0.3614	0.6737	-0.6447
    114	-0.4623	0.3820	0.8002
    114	0.7947	0.5788	0.1828
    114	-0.3934	0.7205	-0.5711
    115	-0.4959	0.2593	0.8288
    115	0.7549	0.6004	0.2639
    115	-0.4291	0.7565	-0.4935
    116	-0.5223	0.1324	0.8425
    116	0.7128	0.6101	0.3460
    116	-0.4682	0.7812	-0.4130
    117	-0.5409	0.0034	0.8411
    117	0.6690	0.6077	0.4278
    117	-0.5097	0.7941	-0.3310
    118	-0.5516	-0.1255	0.8246
    118	0.6244	0.5934	0.5079
    118	-0.5531	0.7951	-0.2489
    119	-0.5540	-0.2521	0.7934
    119	0.5796	0.5673	0.5850
    119	-0.5976	0.7840	-0.1682
    120	-0.5483	-0.3741	0.7480
    120	0.5355	0.5300	0.6576
    120	-0.6424	0.7610	-0.0903
    121	-0.5344	-0.4895	0.6891
    121	0.4927	0.4820	0.7245
    121	-0.6868	0.7267	-0.0163
    122	-0.5126	-0.5964	0.6177
    122	0.4521	0.4241	0.7847
    122	-0.7300	0.6815	0.0523
    123	-0.4832	-0.6929	0.5351
    123	0.4143	0.3574	0.8370
    123	-0.7712	0.6262	0.1144
    124	-0.4469	-0.7774	0.4427
    124	0.3800	0.2830	0.8806
    124	-0.8099	0.5618	0.1689
    125	-0.4042	-0.8483	0.3421
    125	0.3497	0.2022	0.9148
    125	-0.8452	0.4894	0.2150
    126	-0.3558	-0.9046	0.2349
    126	0.3240	0.1164	0.9389
    126	-0.8766	0.4101	0.2517
    127	-0.3025	-0.9452	0.1231
    127	0.3034	0.0269	0.9525
    127	-0.9036	0.3255	0.2786
    128	-0.2454	-0.9694	0.0084
    128	0.2880	-0.0646	0.9554
    128	-0.9256	0.2369	0.2951
    129	-0.1852	-0.9769	-0.1070
    129	0.2784	-0.1566	0.9476
    129	-0.9424	0.1458	0.3009
    130	-0.1232	-0.9674	-0.2212
    130	0.2745	-0.2475	0.9292
    130	-0.9537	0.0538	0.2960
    131	-0.0603	-0.9412	-0.3324
    131	0.2764	-0.3357	0.9005
    131	-0.9591	-0.0376	0.2804
    132	0.0024	-0.8987	-0.4385
    132	0.2842	-0.4198	0.8620
    132	-0.9587	-0.1267	0.2545
    133	0.0638	-0.8407	-0.5377
    133	0.2977	-0.4983	0.8143
    133	-0.9525	-0.2120	0.2185
    134	0.1228	-0.7681	-0.6285
    134	0.3167	-0.5698	0.7583
    134	-0.9405	-0.2922	0.1733
    135	0.1785	-0.6821	-0.7091
    135	0.3408	-0.6332	0.6949
    135	-0.9230	-0.3657	0.1194
    136	0.2299	-0.5843	-0.7783
    136	0.3696	-0.6873	0.6253
    136	-0.9003	-0.4314	0.0579
    137	0.2761	-0.4763	-0.8348
    137	0.4027	-0.7313	0.5505
    137	-0.8727	-0.4882	-0.0101
    138	0.3164	-0.3600	-0.8777
    138	0.4394	-0.7643	0.4719
    138	-0.8407	-0.5350	-0.0836
    139	0.3500	-0.2373	-0.9062
    139	0.4792	-0.7859	0.3909
    139	-0.8049	-0.5710	-0.1613
    140	0.3763	-0.1104	-0.9199
    140	0.5213	-0.7956	0.3087
    140	-0.7659	-0.5957	-0.2418
    141	0.3950	0.0186	-0.9185
    141	0.5650	-0.7932	0.2269
    141	-0.7244	-0.6086	-0.3238
    142	0.4056	0.1475	-0.9021
    142	0.6097	-0.7789	0.1468
    142	-0.6810	-0.6095	-0.4058
    143	0.4081	0.2740	-0.8709
    143	0.6545	-0.7529	0.0698
    143	-0.6365	-0.5985	-0.4865
    144	0.4023	0.3960	-0.8254
    144	0.6986	-0.7155	-0.0028
    144	-0.5917	-0.5755	-0.5645
    145	0.4511	0.5702	-0.6866
    145	0.6909	-0.7101	-0.1357
    145	-0.5649	-0.4132	-0.7143
    146	0.4351	0.6688	-0.6029
    146	0.7378	-0.6486	-0.1871
    146	-0.5162	-0.3634	-0.7756
    147	0.4104	0.7563	-0.5095
    147	0.7822	-0.5792	-0.2297
    147	-0.4688	-0.3043	-0.8292
    148	0.3774	0.8313	-0.4081
    148	0.8234	-0.5029	-0.2628
    148	-0.4236	-0.2368	-0.8743
    149	0.3368	0.8924	-0.3003
    149	0.8608	-0.4211	-0.2857
    149	-0.3815	-0.1623	-0.9100
    150	0.2893	0.9386	-0.1881
    150	0.8937	-0.3352	-0.2982
    150	-0.3430	-0.0818	-0.9358
    151	0.2355	0.9691	-0.0733
    151	0.9215	-0.2466	-0.3000
    151	-0.3088	0.0031	-0.9511
    152	0.1765	0.9834	0.0420
    152	0.9437	-0.1570	-0.2910
    152	-0.2796	0.0911	-0.9558
    153	0.1133	0.9812	0.1560
    153	0.9601	-0.0677	-0.2715
    153	-0.2558	0.1806	-0.9497
    154	0.0470	0.9626	0.2667
    154	0.9702	0.0196	-0.2417
    154	-0.2379	0.2701	-0.9330
    155	-0.0214	0.9279	0.3721
    155	0.9739	0.1035	-0.2021
    155	-0.2261	0.3581	-0.9059
    156	-0.0906	0.8777	0.4705
    156	0.9712	0.1825	-0.1535
    156	-0.2206	0.4430	-0.8689
    157	-0.1594	0.8129	0.5602
    157	0.9620	0.2553	-0.0967
    157	-0.2216	0.5235	-0.8227
    158	-0.2268	0.7345	0.6396
    158	0.9466	0.3206	-0.0326
    158	-0.2290	0.5981	-0.7680
    159	-0.2914	0.6439	0.7074
    159	0.9253	0.3774	0.0377
    159	-0.2427	0.6656	-0.7058
    160	-0.3523	0.5426	0.7625
    160	0.8983	0.4246	0.1129
    160	-0.2625	0.7248	-0.6371
    161	-0.4084	0.4325	0.8039
    161	0.8662	0.4614	0.1918
    161	-0.2880	0.7746	-0.5630
    162	-0.4587	0.3153	0.8308
    162	0.8295	0.4873	0.2730
    162	-0.3188	0.8143	-0.4850
    163	-0.5023	0.1930	0.8428
    163	0.7887	0.5017	0.3552
    163	-0.3543	0.8432	-0.4043
    164	-0.5386	0.0679	0.8398
    164	0.7448	0.5045	0.4369
    164	-0.3940	0.8608	-0.3222
    165	-0.5669	-0.0581	0.8218
    165	0.6982	0.4955	0.5167
    165	-0.4372	0.8667	-0.2403
    166	-0.5866	-0.1827	0.7890
    166	0.6500	0.4749	0.5933
    166	-0.4831	0.8609	-0.1598
    167	-0.5976	-0.3038	0.7420
    167	0.6008	0.4431	0.6653
    167	-0.5310	0.8434	-0.0823
    168	-0.5995	-0.4194	0.6817
    168	0.5516	0.4007	0.7316
    168	-0.5799	0.8146	-0.0089
    169	-0.5924	-0.5274	0.6091
    169	0.5032	0.3483	0.7909
    169	-0.6292	0.7750	0.0591
    170	-0.5763	-0.6260	0.5254
    170	0.4563	0.2868	0.8423
    170	-0.6780	0.7252	0.1204
    171	-0.5516	-0.7135	0.4320
    171	0.4119	0.2173	0.8849
    171	-0.7253	0.6661	0.1740
    172	-0.5187	-0.7885	0.3306
    172	0.3707	0.1411	0.9180
    172	-0.7705	0.5987	0.2191
    173	-0.4780	-0.8496	0.2228
    173	0.3333	0.0593	0.9410
    173	-0.8126	0.5241	0.2548
    174	-0.4305	-0.8958	0.1106
    174	0.3004	-0.0266	0.9534
    174	-0.8511	0.4437	0.2806
    175	-0.3767	-0.9263	-0.0042
    175	0.2726	-0.1152	0.9552
    175	-0.8853	0.3587	0.2959
    176	-0.3178	-0.9406	-0.1195
    176	0.2504	-0.2048	0.9462
    176	-0.9145	0.2708	0.3006
    177	-0.2546	-0.9384	-0.2335
    177	0.2340	-0.2941	0.9267
    177	-0.9383	0.1812	0.2945
    178	-0.1882	-0.9199	-0.3442
    178	0.2239	-0.3814	0.8969
    178	-0.9563	0.0917	0.2778
    179	-0.1199	-0.8852	-0.4496
    179	0.2202	-0.4653	0.8573
    179	-0.9681	0.0037	0.2507
    180	-0.0507	-0.8350	-0.5480
    180	0.2230	-0.5443	0.8087
    180	-0.9735	-0.0812	0.2137
    181	0.0182	-0.7701	-0.6377
    181	0.2321	-0.6171	0.7519
    181	-0.9725	-0.1617	0.1675
    182	0.0855	-0.6917	-0.7171
    182	0.2475	-0.6824	0.6878
    182	-0.9651	-0.2363	0.1128
    183	0.1502	-0.6011	-0.7849
    183	0.2688	-0.7392	0.6175
    183	-0.9514	-0.3038	0.0505
    184	0.2111	-0.4998	-0.8400
    184	0.2958	-0.7864	0.5423
    184	-0.9316	-0.3629	-0.0182
    185	0.2672	-0.3897	-0.8813
    185	0.3279	-0.8232	0.4634
    185	-0.9061	-0.4128	-0.0922
    186	0.3175	-0.2725	-0.9083
    186	0.3647	-0.8491	0.3822
    186	-0.8754	-0.4525	-0.1702
    187	0.3611	-0.1502	-0.9203
    187	0.4054	-0.8635	0.3000
    187	-0.8398	-0.4814	-0.2509
    188	0.3974	-0.0251	-0.9173
    188	0.4494	-0.8663	0.2183
    188	-0.8001	-0.4990	-0.3330
    189	0.4256	0.1009	-0.8992
    189	0.4959	-0.8573	0.1385
    189	-0.7569	-0.5049	-0.4149
    190	0.4454	0.2255	-0.8665
    190	0.5441	-0.8367	0.0619
    190	-0.7110	-0.4991	-0.4954
    191	0.4563	0.3466	-0.8195
    191	0.5933	-0.8049	-0.0101
    191	-0.6632	-0.4816	-0.5730
    192	0.4583	0.4622	-0.7592
    192	0.6425	-0.7625	-0.0763
    192	-0.6142	-0.4528	-0.6463
    193	0.4601	0.6818	-0.5687
    193	0.6319	-0.7014	-0.3297
    193	-0.6237	-0.2077	-0.7536
    194	0.4548	0.7599	-0.4645
    194	0.6807	-0.6329	-0.3689
    194	-0.5743	-0.1484	-0.8051
    195	0.4405	0.8256	-0.3528
    195	0.7281	-0.5584	-0.3976
    195	-0.5253	-0.0817	-0.8470
    196	0.4174	0.8777	-0.2355
    196	0.7732	-0.4792	-0.4154
    196	-0.4774	-0.0087	-0.8786
    197	0.3861	0.9153	-0.1147
    197	0.8153	-0.3967	-0.4219
    197	-0.4316	0.0693	-0.8994
    198	0.3469	0.9379	0.0075
    198	0.8536	-0.3124	-0.4169
    198	-0.3887	0.1511	-0.9089
    199	0.3006	0.9450	0.1292
    199	0.8875	-0.2275	-0.4007
    199	-0.3493	0.2351	-0.9071
    200	0.2479	0.9365	0.2481
    200	0.9165	-0.1436	-0.3734
    200	-0.3141	0.3199	-0.8939
    201	0.1897	0.9126	0.3623
    201	0.9399	-0.0622	-0.3356
    201	-0.2837	0.4042	-0.8695
    202	0.1272	0.8736	0.4698
    202	0.9575	0.0154	-0.2879
    202	-0.2587	0.4864	-0.8345
    203	0.0612	0.8202	0.5687
    203	0.9690	0.0879	-0.2310
    203	-0.2395	0.5652	-0.7894
    204	-0.0070	0.7534	0.6575
    204	0.9740	0.1540	-0.1661
    204	-0.2264	0.6392	-0.7349
    205	-0.0763	0.6743	0.7345
    205	0.9726	0.2126	-0.0941
    205	-0.2196	0.7072	-0.6721
    206	-0.1455	0.5842	0.7984
    206	0.9647	0.2627	-0.0164
    206	-0.2193	0.7679	-0.6019
    207	-0.2135	0.4847	0.8482
    207	0.9506	0.3034	0.0659
    207	-0.2254	0.8204	-0.5255
    208	-0.2789	0.3775	0.8830
    208	0.9304	0.3340	0.1511
    208	-0.2379	0.8637	-0.4444
    209	-0.3408	0.2644	0.9022
    209	0.9045	0.3540	0.2379
    209	-0.2565	0.8971	-0.3598
    210	-0.3981	0.1474	0.9054
    210	0.8733	0.3631	0.3249
    210	-0.2809	0.9200	-0.2733
    211	-0.4498	0.0284	0.8927
    211	0.8373	0.3611	0.4104
    211	-0.3107	0.9321	-0.1862
    212	-0.4950	-0.0905	0.8642
    212	0.7973	0.3481	0.4931
    212	-0.3454	0.9331	-0.1001
    213	-0.5329	-0.2073	0.8204
    213	0.7538	0.3242	0.5716
    213	-0.3844	0.9230	-0.0165
    214	-0.5630	-0.3199	0.7621
    214	0.7076	0.2899	0.6444
    214	-0.4270	0.9020	0.0632
    215	-0.5845	-0.4265	0.6902
    215	0.6595	0.2457	0.7104
    215	-0.4726	0.8705	0.1377
    216	-0.5973	-0.5252	0.6061
    216	0.6104	0.1925	0.7684
    216	-0.5202	0.8289	0.2056
    217	-0.6011	-0.6144	0.5110
    217	0.5610	0.1311	0.8174
    217	-0.5692	0.7780	0.2659
    218	-0.5958	-0.6925	0.4068
    218	0.5122	0.0625	0.8566
    218	-0.6186	0.7187	0.3174
    219	-0.5815	-0.7581	0.2951
    219	0.4648	-0.0120	0.8853
    219	-0.6676	0.6520	0.3593
    220	-0.5585	-0.8102	0.1778
    220	0.4197	-0.0911	0.9031
    220	-0.7155	0.5790	0.3909
    221	-0.5271	-0.8479	0.0570
    221	0.3776	-0.1736	0.9095
    221	-0.7613	0.5010	0.4117
    222	-0.4880	-0.8704	-0.0652
    222	0.3393	-0.2580	0.9046
    222	-0.8042	0.4193	0.4212
    223	-0.4416	-0.8775	-0.1868
    223	0.3054	-0.3428	0.8884
    223	-0.8436	0.3353	0.4194
    224	-0.3889	-0.8690	-0.3058
    224	0.2764	-0.4267	0.8611
    224	-0.8788	0.2504	0.4062
    225	-0.3308	-0.8451	-0.4200
    225	0.2530	-0.5081	0.8233
    225	-0.9092	0.1661	0.3819
    226	-0.2682	-0.8061	-0.5275
    226	0.2354	-0.5858	0.7756
    226	-0.9342	0.0839	0.3468
    227	-0.2023	-0.7528	-0.6264
    227	0.2239	-0.6583	0.7187
    227	-0.9534	0.0051	0.3017
    228	-0.1341	-0.6860	-0.7152
    228	0.2189	-0.7244	0.6538
    228	-0.9665	-0.0689	0.2473
    229	-0.0647	-0.6069	-0.7922
    229	0.2203	-0.7829	0.5818
    229	-0.9733	-0.1368	0.1844
    230	0.0045	-0.5168	-0.8561
    230	0.2281	-0.8330	0.5040
    230	-0.9736	-0.1976	0.1142
    231	0.0724	-0.4173	-0.9059
    231	0.2423	-0.8737	0.4218
    231	-0.9675	-0.2500	0.0379
    232	0.1379	-0.3101	-0.9407
    232	0.2625	-0.9043	0.3366
    232	-0.9550	-0.2933	-0.0433
    233	0.1998	-0.1970	-0.9598
    233	0.2884	-0.9244	0.2497
    233	-0.9364	-0.3267	-0.1278
    234	0.2571	-0.0799	-0.9631
    234	0.3196	-0.9335	0.1628
    234	-0.9120	-0.3497	-0.2144
    235	0.3087	0.0391	-0.9503
    235	0.3556	-0.9315	0.0772
    235	-0.8822	-0.3617	-0.3015
    236	0.3539	0.1579	-0.9218
    236	0.3956	-0.9184	-0.0055
    236	-0.8475	-0.3628	-0.3875
    237	0.3919	0.2747	-0.8781
    237	0.4391	-0.8945	-0.0839
    237	-0.8085	-0.3527	-0.4712
    238	0.4219	0.3874	-0.8197
    238	0.4853	-0.8602	-0.1567
    238	-0.7658	-0.3317	-0.5509
    239	0.4435	0.4940	-0.7479
    239	0.5334	-0.8160	-0.2227
    239	-0.7203	-0.3001	-0.6254
